No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
23,John Morton,SF,6-3,180,"May 18, 1967",us US,2,Seton Hall,MIA,1992
53,Alan Ogg,C,7-2,240,"July 5, 1967",us US,1,UAB,MIA,1992
41,Glen Rice,SF,6-8,215,"May 28, 1967",us US,2,Michigan,MIA,1992
4,Rony Seikaly,C,6-11,230,"May 10, 1965",lb LB,3,Syracuse,MIA,1992
22,Brian Shaw,PG,6-6,190,"March 22, 1966",us US,2,"Saint Mary's, UC Santa Barbara",MIA,1992
3,Steve Smith,SG,6-8,200,"March 31, 1969",us US,R,Michigan State,MIA,1992
20,Jon Sundvold,PG,6-2,170,"July 2, 1961",us US,8,Missouri,MIA,1992
2,Keith Askins,SF,6-7,197,"December 15, 1967",us US,2,Alabama,MIA,1993
34,Willie Burton,SF,6-8,210,"May 26, 1968",us US,2,Minnesota,MIA,1993
12,Bimbo Coles,PG,6-1,180,"April 22, 1968",us US,2,Virginia Tech,MIA,1993
21,Kevin Edwards,SG,6-3,190,"October 30, 1965",us US,4,DePaul,MIA,1993
52,Matt Geiger,C,7-0,243,"September 10, 1969",us US,R,"Auburn, Georgia Tech",MIA,1993
33,Alec Kessler,PF,6-11,230,"January 13, 1967",us US,2,Georgia,MIA,1993
43,Grant Long,PF,6-8,225,"March 12, 1966",us US,4,Eastern Michigan,MIA,1993
32,Harold Miner,SG,6-5,210,"May 5, 1971",us US,R,USC,MIA,1993
41,Glen Rice,SF,6-8,215,"May 28, 1967",us US,3,Michigan,MIA,1993
22,John Salley,PF,6-11,230,"May 16, 1964",us US,6,Georgia Tech,MIA,1993
4,Rony Seikaly,C,6-11,230,"May 10, 1965",lb LB,4,Syracuse,MIA,1993
20,Brian Shaw,PG,6-6,190,"March 22, 1966",us US,3,"Saint Mary's, UC Santa Barbara",MIA,1993
3,Steve Smith,SG,6-8,200,"March 31, 1969",us US,1,Michigan State,MIA,1993
35,Gary Alexander,PF,6-7,240,"November 1, 1969",us US,R,South Florida,MIA,1994
2,Keith Askins,SF,6-7,197,"December 15, 1967",us US,3,Alabama,MIA,1994
10,Manute Bol,C,7-7,200,"October 16, 1962",ss SS,8,University of Bridgeport,MIA,1994
34,Willie Burton,SF,6-8,210,"May 26, 1968",us US,3,Minnesota,MIA,1994
12,Bimbo Coles,PG,6-1,180,"April 22, 1968",us US,3,Virginia Tech,MIA,1994
52,Matt Geiger,C,7-0,243,"September 10, 1969",us US,1,"Auburn, Georgia Tech",MIA,1994
33,Alec Kessler,PF,6-11,230,"January 13, 1967",us US,3,Georgia,MIA,1994
43,Grant Long,PF,6-8,225,"March 12, 1966",us US,5,Eastern Michigan,MIA,1994
32,Harold Miner,SG,6-5,210,"May 5, 1971",us US,1,USC,MIA,1994
41,Glen Rice,SF,6-8,215,"May 28, 1967",us US,4,Michigan,MIA,1994
22,John Salley,PF,6-11,230,"May 16, 1964",us US,7,Georgia Tech,MIA,1994
4,Rony Seikaly,C,6-11,230,"May 10, 1965",lb LB,5,Syracuse,MIA,1994
20,Brian Shaw,SG,6-6,190,"March 22, 1966",us US,4,"Saint Mary's, UC Santa Barbara",MIA,1994
3,Steve Smith,SG,6-8,200,"March 31, 1969",us US,2,Michigan State,MIA,1994
21,Morlon Wiley,PG,6-4,185,"September 24, 1966",us US,5,Cal State Long Beach,MIA,1994
2,Keith Askins,SF,6-7,197,"December 15, 1967",us US,4,Alabama,MIA,1995
12,Bimbo Coles,PG,6-1,180,"April 22, 1968",us US,4,Virginia Tech,MIA,1995
21,Ledell Eackles,SG,6-5,220,"November 24, 1966",us US,4,New Orleans,MIA,1995
35,Kevin Gamble,SF,6-5,210,"November 13, 1965",us US,7,Iowa,MIA,1995
52,Matt Geiger,C,7-0,243,"September 10, 1969",us US,2,"Auburn, Georgia Tech",MIA,1995
54,Brad Lohaus,PF,6-11,230,"September 29, 1964",us US,7,Iowa,MIA,1995
43,Grant Long,PF,6-8,225,"March 12, 1966",us US,6,Eastern Michigan,MIA,1995
"4, 32",Harold Miner,SG,6-5,210,"May 5, 1971",us US,2,USC,MIA,1995
"30, 32",Billy Owens,SG,6-8,220,"May 1, 1969",us US,3,Syracuse,MIA,1995
14,Kevin Pritchard,PG,6-3,180,"July 17, 1967",us US,2,Kansas,MIA,1995
3,Khalid Reeves,PG,6-3,199,"July 15, 1972",us US,R,Arizona,MIA,1995
41,Glen Rice,SF,6-8,215,"May 28, 1967",us US,5,Michigan,MIA,1995
22,John Salley,C,6-11,230,"May 16, 1964",us US,8,Georgia Tech,MIA,1995
3,Steve Smith,SG,6-8,200,"March 31, 1969",us US,3,Michigan State,MIA,1995
42,Kevin Willis,PF,7-0,220,"September 6, 1962",us US,9,Michigan State,MIA,1995
2,Keith Askins,SF,6-7,197,"December 15, 1967",us US,5,Alabama,MIA,1996
7,Rex Chapman,SG,6-4,185,"October 5, 1967",us US,7,Kentucky,MIA,1996
12,Bimbo Coles,PG,6-1,180,"April 22, 1968",us US,5,Virginia Tech,MIA,1996
23,Tyrone Corbin,SF,6-6,210,"December 31, 1962",us US,10,DePaul,MIA,1996
5,Sasha Danilović,SG,6-5,200,"February 26, 1970",ba BA,R,,MIA,1996
28,LeRon Ellis,C,6-9,225,"April 28, 1969",us US,2,"Kentucky, Syracuse",MIA,1996
35,Kevin Gamble,SF,6-5,210,"November 13, 1965",us US,8,Iowa,MIA,1996
15,Chris Gatling,PF,6-10,220,"September 3, 1967",us US,4,Old Dominion,MIA,1996
54,Ron Grandison,PF,6-6,215,"July 9, 1964",us US,3,"University of California, Irvine, New Orleans",MIA,1996
10,Tim Hardaway,PG,6-0,175,"September 1, 1966",us US,5,Texas-El Paso,MIA,1996
21,Stacey King,PF,6-11,230,"January 29, 1967",us US,6,Oklahoma,MIA,1996
22,Voshon Lenard,SG,6-4,205,"May 14, 1973",us US,R,Minnesota,MIA,1996
25,Jeff Malone,SG,6-4,205,"June 28, 1961",us US,12,Mississippi State,MIA,1996
33,Alonzo Mourning,C,6-10,240,"February 8, 1970",us US,3,Georgetown,MIA,1996
20,Pete Myers,SG,6-6,180,"September 15, 1963",us US,7,Little Rock,MIA,1996
30,Billy Owens,SF,6-8,220,"May 1, 1969",us US,4,Syracuse,MIA,1996
15,Terrence Rencher,PG,6-3,185,"February 19, 1973",us US,R,Texas,MIA,1996
24,Danny Schayes,C,6-11,235,"May 10, 1959",us US,14,Syracuse,MIA,1996
14,Tony Smith,SG,6-3,185,"June 14, 1968",us US,5,Marquette,MIA,1996
40,Kurt Thomas,PF,6-9,230,"October 4, 1972",us US,R,TCU,MIA,1996
42,Walt Williams,SF,6-8,219,"April 16, 1970",us US,3,Maryland,MIA,1996
42,Kevin Willis,PF,7-0,220,"September 6, 1962",us US,10,Michigan State,MIA,1996
35,Willie Anderson,SG,6-7,190,"January 8, 1967",us US,8,Georgia,MIA,1997
2,Keith Askins,SF,6-7,197,"December 15, 1967",us US,6,Alabama,MIA,1997
8,Isaac Austin,C,6-10,255,"August 18, 1969",us US,3,Arizona State,MIA,1997
3,Bruce Bowen,SF,6-7,185,"June 14, 1971",us US,R,Cal State Fullerton,MIA,1997
42,P.J. Brown,PF,6-11,225,"October 14, 1969",us US,3,Louisiana Tech,MIA,1997
11,John Crotty,PG,6-1,185,"July 15, 1969",us US,4,Virginia,MIA,1997
5,Sasha Danilović,SG,6-5,200,"February 26, 1970",ba BA,1,,MIA,1997
22,Matt Fish,C,6-11,235,"November 18, 1969",us US,2,UNC Wilmington,MIA,1997
23,Gary Grant,PG,6-3,185,"April 21, 1965",us US,8,Michigan,MIA,1997
10,Tim Hardaway,PG,6-0,175,"September 1, 1966",us US,6,Texas-El Paso,MIA,1997
21,Voshon Lenard,SG,6-4,205,"May 14, 1973",us US,1,Minnesota,MIA,1997
9,Dan Majerle,SF,6-6,215,"September 9, 1965",us US,8,Central Michigan University,MIA,1997
24,Jamal Mashburn,SF,6-8,240,"November 29, 1972",us US,3,Kentucky,MIA,1997
33,Alonzo Mourning,C,6-10,240,"February 8, 1970",us US,4,Georgetown,MIA,1997
31,Martin Müürsepp,PF,6-9,235,"September 26, 1974",ee EE,R,,MIA,1997
54,Ed Pinckney,PF,6-9,195,"March 27, 1963",us US,11,Villanova,MIA,1997
32,James Scott,SF,6-6,180,"June 6, 1972",us US,R,St. John's,MIA,1997
30,Mark Strickland,PF,6-9,210,"July 14, 1970",us US,1,Temple,MIA,1997
40,Kurt Thomas,PF,6-9,230,"October 4, 1972",us US,1,TCU,MIA,1997
2,Keith Askins,SF,6-7,197,"December 15, 1967",us US,7,Alabama,MIA,1998
8,Isaac Austin,C,6-10,255,"August 18, 1969",us US,4,Arizona State,MIA,1998
17,Brent Barry,SG,6-6,185,"December 31, 1971",us US,2,Oregon State,MIA,1998
42,P.J. Brown,PF,6-11,225,"October 14, 1969",us US,4,Louisiana Tech,MIA,1998
31,Duane Causwell,C,7-0,240,"May 31, 1968",us US,7,Temple,MIA,1998
40,Marty Conlon,C,6-10,224,"January 19, 1968",us US,6,Providence,MIA,1998
11,Todd Day,SG,6-6,188,"January 7, 1970",us US,5,Arkansas,MIA,1998
10,Tim Hardaway,PG,6-0,175,"September 1, 1966",us US,7,Texas-El Paso,MIA,1998
22,Antonio Lang,SF,6-8,205,"May 15, 1972",us US,3,Duke,MIA,1998
21,Voshon Lenard,SG,6-4,205,"May 14, 1973",us US,2,Minnesota,MIA,1998
9,Dan Majerle,SG,6-6,215,"September 9, 1965",us US,9,Central Michigan University,MIA,1998
24,Jamal Mashburn,SF,6-8,240,"November 29, 1972",us US,4,Kentucky,MIA,1998
6,Terry Mills,PF,6-10,230,"December 21, 1967",us US,7,Michigan,MIA,1998
33,Alonzo Mourning,C,6-10,240,"February 8, 1970",us US,5,Georgetown,MIA,1998
5,Eric Murdock,PG,6-1,190,"June 14, 1968",us US,6,Providence,MIA,1998
3,Charles Smith,SG,6-4,194,"August 22, 1975",us US,R,New Mexico,MIA,1998
30,Mark Strickland,PF,6-9,210,"July 14, 1970",us US,2,Temple,MIA,1998
23,Rex Walters,SG,6-4,190,"March 12, 1970",us US,4,"Northwestern, Kansas",MIA,1998
2,Keith Askins,SF,6-7,197,"December 15, 1967",us US,8,Alabama,MIA,1999
42,P.J. Brown,PF,6-11,225,"October 14, 1969",us US,5,Louisiana Tech,MIA,1999
4,Duane Causwell,C,7-0,240,"May 31, 1968",us US,8,Temple,MIA,1999
40,Marty Conlon,C,6-10,224,"January 19, 1968",us US,7,Providence,MIA,1999
7,Mark Davis,SF,6-7,210,"April 26, 1973",us US,3,"Howard College, Texas Tech",MIA,1999
32,Blue Edwards,SF,6-4,200,"October 31, 1965",us US,9,East Carolina University,MIA,1999
10,Tim Hardaway,PG,6-0,175,"September 1, 1966",us US,8,Texas-El Paso,MIA,1999
21,Voshon Lenard,SG,6-4,205,"May 14, 1973",us US,3,Minnesota,MIA,1999
9,Dan Majerle,SG,6-6,215,"September 9, 1965",us US,10,Central Michigan University,MIA,1999
24,Jamal Mashburn,SF,6-8,240,"November 29, 1972",us US,5,Kentucky,MIA,1999
6,Terry Mills,PF,6-10,230,"December 21, 1967",us US,8,Michigan,MIA,1999
33,Alonzo Mourning,C,6-10,240,"February 8, 1970",us US,6,Georgetown,MIA,1999
30,Terry Porter,PG,6-3,195,"April 8, 1963",us US,13,University of Wisconsin-Stevens Point,MIA,1999
5,Mark Strickland,PF,6-9,210,"July 14, 1970",us US,3,Temple,MIA,1999
23,Rex Walters,SG,6-4,190,"March 12, 1970",us US,5,"Northwestern, Kansas",MIA,1999
3,Jamie Watson,SF,6-7,190,"February 23, 1972",us US,3,South Carolina,MIA,1999
35,Clarence Weatherspoon,SF,6-6,240,"September 8, 1970",us US,6,Southern Miss,MIA,1999
12,Bruce Bowen,SF,6-7,185,"June 14, 1971",us US,3,Cal State Fullerton,MIA,2000
42,P.J. Brown,PF,6-11,225,"October 14, 1969",us US,6,Louisiana Tech,MIA,2000
32,Rodney Buford,SG,6-5,189,"November 2, 1977",us US,R,Creighton,MIA,2000
25,Anthony Carter,PG,6-1,190,"June 16, 1975",us US,R,Hawaii,MIA,2000
4,Duane Causwell,C,7-0,240,"May 31, 1968",us US,9,Temple,MIA,2000
10,Tim Hardaway,PG,6-0,175,"September 1, 1966",us US,9,Texas-El Paso,MIA,2000
40,Tim James,SF,6-7,212,"December 26, 1976",us US,R,Miami (FL),MIA,2000
6,Harold Jamison,PF,6-8,260,"November 20, 1976",us US,R,Clemson,MIA,2000
21,Voshon Lenard,SG,6-4,205,"May 14, 1973",us US,4,Minnesota,MIA,2000
9,Dan Majerle,SG,6-6,215,"September 9, 1965",us US,11,Central Michigan University,MIA,2000
24,Jamal Mashburn,SF,6-8,240,"November 29, 1972",us US,6,Kentucky,MIA,2000
33,Alonzo Mourning,C,6-10,240,"February 8, 1970",us US,7,Georgetown,MIA,2000
5,Mark Strickland,SF,6-9,210,"July 14, 1970",us US,4,Temple,MIA,2000
52,Otis Thorpe,PF,6-10,248,"August 5, 1962",us US,15,Providence,MIA,2000
23,Rex Walters,PG,6-4,190,"March 12, 1970",us US,6,"Northwestern, Kansas",MIA,2000
35,Clarence Weatherspoon,PF,6-6,240,"September 8, 1970",us US,7,Southern Miss,MIA,2000
54,Kent Benson,C,6-10,235,"December 27, 1954",us US,1,Indiana,MIL,1979
12,Del Beshore,PG,5-11,165,"November 29, 1956",us US,R,California University of Pennslyvania,MIL,1979
2,Junior Bridgeman,SG,6-5,210,"September 17, 1953",us US,3,Louisville,MIL,1979
21,Quinn Buckner,PG,6-3,190,"August 20, 1954",us US,2,Indiana,MIL,1979
40,John Gianelli,C,6-10,220,"June 10, 1950",us US,6,University of the Pacific,MIL,1979
20,Ernie Grunfeld,SF,6-6,210,"April 24, 1955",ro RO,1,Tennessee,MIL,1979
30,Otis Howard,PF,6-7,220,"November 5, 1956",us US,R,Austin Peay State University,MIL,1979
24,George Johnson,PF,6-7,210,"December 8, 1956",us US,R,St. John's,MIL,1979
8,Marques Johnson,SF,6-7,218,"February 8, 1956",us US,1,UCLA,MIL,1979
18,Kevin Restani,PF,6-9,225,"December 23, 1951",us US,4,San Francisco,MIL,1979
5,Sam Smith,SF,6-4,200,"January 8, 1955",us US,R,UNLV,MIL,1979
4,Norm Van Lier,PG,6-1,173,"April 1, 1947",us US,9,Saint Francis University,MIL,1979
11,Lloyd Walton,PG,6-0,160,"November 23, 1953",us US,2,Marquette,MIL,1979
32,Brian Winters,SG,6-4,185,"March 1, 1952",us US,4,South Carolina,MIL,1979
54,Kent Benson,C,6-10,235,"December 27, 1954",us US,2,Indiana,MIL,1980
2,Junior Bridgeman,SF,6-5,210,"September 17, 1953",us US,4,Louisville,MIL,1980
21,Quinn Buckner,PG,6-3,190,"August 20, 1954",us US,3,Indiana,MIL,1980
42,Harvey Catchings,C,6-9,218,"September 2, 1951",us US,5,Hardin-Simmons University,MIL,1980
6,Pat Cummings,C,6-9,230,"July 11, 1956",us US,R,Cincinnati,MIL,1980
8,Marques Johnson,SF,6-7,218,"February 8, 1956",us US,2,UCLA,MIL,1980
16,Bob Lanier,C,6-11,250,"September 10, 1948",us US,9,St. Bonaventure,MIL,1980
7,Dave Meyers,PF,6-8,215,"April 21, 1953",us US,3,UCLA,MIL,1980
4,Sidney Moncrief,SG,6-4,180,"September 21, 1957",us US,R,Arkansas,MIL,1980
11,Lloyd Walton,PG,6-0,160,"November 23, 1953",us US,3,Marquette,MIL,1980
31,Richard Washington,PF,6-11,220,"July 15, 1955",us US,3,UCLA,MIL,1980
32,Brian Winters,SG,6-4,185,"March 1, 1952",us US,5,South Carolina,MIL,1980
2,Junior Bridgeman,SF,6-5,210,"September 17, 1953",us US,5,Louisville,MIL,1981
21,Quinn Buckner,PG,6-3,190,"August 20, 1954",us US,4,Indiana,MIL,1981
42,Harvey Catchings,PF,6-9,218,"September 2, 1951",us US,6,Hardin-Simmons University,MIL,1981
6,Pat Cummings,C,6-9,230,"July 11, 1956",us US,1,Cincinnati,MIL,1981
41,Len Elmore,C,6-9,220,"March 28, 1952",us US,6,Maryland,MIL,1981
5,Mike Evans,PG,6-1,170,"April 19, 1955",us US,1,Kansas State,MIL,1981
8,Marques Johnson,SF,6-7,218,"February 8, 1956",us US,3,UCLA,MIL,1981
43,Mickey Johnson,PF,6-10,190,"August 31, 1952",us US,6,Aurora University,MIL,1981
16,Bob Lanier,C,6-11,250,"September 10, 1948",us US,10,St. Bonaventure,MIL,1981
4,Sidney Moncrief,SG,6-4,180,"September 21, 1957",us US,1,Arkansas,MIL,1981
32,Brian Winters,SG,6-4,185,"March 1, 1952",us US,6,South Carolina,MIL,1981
2,Junior Bridgeman,SF,6-5,210,"September 17, 1953",us US,6,Louisville,MIL,1982
21,Quinn Buckner,PG,6-3,190,"August 20, 1954",us US,5,Indiana,MIL,1982
42,Harvey Catchings,PF,6-9,218,"September 2, 1951",us US,7,Hardin-Simmons University,MIL,1982
54,Geoff Crompton,C,6-11,280,"July 4, 1955",us US,2,UNC,MIL,1982
6,Pat Cummings,PF,6-9,230,"July 11, 1956",us US,2,Cincinnati,MIL,1982
10,Bob Dandridge,SF,6-6,195,"November 15, 1947",us US,12,Norfolk State,MIL,1982
5,Mike Evans,PG,6-1,170,"April 19, 1955",us US,2,Kansas State,MIL,1982
15,Brad Holland,SG,6-3,180,"December 6, 1956",us US,2,UCLA,MIL,1982
8,Marques Johnson,SF,6-7,218,"February 8, 1956",us US,4,UCLA,MIL,1982
43,Mickey Johnson,PF,6-10,190,"August 31, 1952",us US,7,Aurora University,MIL,1982
16,Bob Lanier,C,6-11,250,"September 10, 1948",us US,11,St. Bonaventure,MIL,1982
53,Alton Lister,C,7-0,240,"October 1, 1958",us US,R,Arizona State,MIL,1982
7,Scott May,SF,6-7,215,"March 19, 1954",us US,5,Indiana,MIL,1982
4,Sidney Moncrief,SG,6-4,180,"September 21, 1957",us US,2,Arkansas,MIL,1982
5,Robert Smith,PG,5-11,165,"March 10, 1955",us US,4,UNLV,MIL,1982
20,Kevin Stacom,SG,6-3,185,"September 4, 1951",us US,5,"Holy Cross, Providence",MIL,1982
32,Brian Winters,SG,6-4,185,"March 1, 1952",us US,7,South Carolina,MIL,1982
2,Junior Bridgeman,SF,6-5,210,"September 17, 1953",us US,7,Louisville,MIL,1983
42,Harvey Catchings,C,6-9,218,"September 2, 1951",us US,8,Hardin-Simmons University,MIL,1983
36,Dave Cowens,PF,6-9,230,"October 25, 1948",us US,10,Florida State,MIL,1983
15,Charlie Criss,PG,5-8,165,"November 6, 1948",us US,5,New Mexico State,MIL,1983
12,Phil Ford,PG,6-2,175,"February 9, 1956",us US,4,UNC,MIL,1983
22,Armond Hill,PG,6-4,190,"March 31, 1953",us US,6,Princeton,MIL,1983
8,Marques Johnson,SF,6-7,218,"February 8, 1956",us US,5,UCLA,MIL,1983
43,Mickey Johnson,PF,6-10,190,"August 31, 1952",us US,8,Aurora University,MIL,1983
16,Bob Lanier,C,6-11,250,"September 10, 1948",us US,12,St. Bonaventure,MIL,1983
53,Alton Lister,PF,7-0,240,"October 1, 1958",us US,1,Arizona State,MIL,1983
50,Steve Mix,SF,6-7,215,"December 30, 1947",us US,12,Toledo,MIL,1983
45,Paul Mokeski,C,7-0,250,"January 3, 1957",us US,3,Kansas,MIL,1983
4,Sidney Moncrief,SG,6-4,180,"September 21, 1957",us US,3,Arkansas,MIL,1983
41,Sam Pellom,PF,6-9,225,"October 2, 1951",us US,3,Buffalo,MIL,1983
25,Paul Pressey,SG,6-5,185,"December 24, 1958",us US,R,"Western Texas College, Tulsa",MIL,1983
32,Brian Winters,SG,6-4,185,"March 1, 1952",us US,8,South Carolina,MIL,1983
7,Tiny Archibald,PG,6-1,150,"September 2, 1948",us US,12,"Arizona Western College, Texas-El Paso",MIL,1984
45,Randy Breuer,C,7-3,230,"October 11, 1960",us US,R,Minnesota,MIL,1984
2,Junior Bridgeman,SF,6-5,210,"September 17, 1953",us US,8,Louisville,MIL,1984
42,Harvey Catchings,PF,6-9,218,"September 2, 1951",us US,9,Hardin-Simmons University,MIL,1984
15,Charlie Criss,PG,5-8,165,"November 6, 1948",us US,6,New Mexico State,MIL,1984
10,Mike Dunleavy,PG,6-3,180,"March 21, 1954",us US,7,South Carolina,MIL,1984
35,Kevin Grevey,SG,6-5,210,"May 12, 1953",us US,8,Kentucky,MIL,1984
8,Marques Johnson,SF,6-7,218,"February 8, 1956",us US,6,UCLA,MIL,1984
16,Bob Lanier,C,6-11,250,"September 10, 1948",us US,13,St. Bonaventure,MIL,1984
53,Alton Lister,PF,7-0,240,"October 1, 1958",us US,2,Arizona State,MIL,1984
44,Paul Mokeski,C,7-0,250,"January 3, 1957",us US,4,Kansas,MIL,1984
4,Sidney Moncrief,SG,6-4,180,"September 21, 1957",us US,4,Arkansas,MIL,1984
25,Paul Pressey,SG,6-5,185,"December 24, 1958",us US,1,"Western Texas College, Tulsa",MIL,1984
5,Lorenzo Romar,PG,6-1,175,"November 13, 1958",us US,3,Washington,MIL,1984
22,Linton Townes,SF,6-7,190,"November 30, 1959",us US,1,James Madison University,MIL,1984
10,Rory White,SF,6-8,210,"August 16, 1959",us US,1,University of South Alabama,MIL,1984
45,Randy Breuer,C,7-3,230,"October 11, 1960",us US,1,Minnesota,MIL,1985
34,Terry Cummings,PF,6-9,220,"March 15, 1961",us US,2,DePaul,MIL,1985
24,Charles Davis,SF,6-7,215,"October 5, 1958",us US,3,Vanderbilt,MIL,1985
10,Mike Dunleavy,PG,6-3,180,"March 21, 1954",us US,8,South Carolina,MIL,1985
50,Chris Engler,C,6-11,245,"March 1, 1959",us US,2,"Minnesota, Wyoming",MIL,1985
7,Kenny Fields,SF,6-5,220,"February 9, 1962",us US,R,UCLA,MIL,1985
35,Kevin Grevey,SF,6-5,210,"May 12, 1953",us US,9,Kentucky,MIL,1985
15,Craig Hodges,SG,6-2,190,"June 27, 1960",us US,2,Cal State Long Beach,MIL,1985
53,Alton Lister,C,7-0,240,"October 1, 1958",us US,3,Arizona State,MIL,1985
40,Larry Micheaux,PF,6-9,220,"March 24, 1960",us US,1,Houston,MIL,1985
44,Paul Mokeski,C,7-0,250,"January 3, 1957",us US,5,Kansas,MIL,1985
4,Sidney Moncrief,PG,6-4,180,"September 21, 1957",us US,5,Arkansas,MIL,1985
22,Ricky Pierce,SG,6-4,205,"August 19, 1959",us US,2,Rice University,MIL,1985
25,Paul Pressey,SF,6-5,185,"December 24, 1958",us US,2,"Western Texas College, Tulsa",MIL,1985
5,Lorenzo Romar,PG,6-1,175,"November 13, 1958",us US,4,Washington,MIL,1985
21,David Thirdkill,SF,6-7,195,"April 12, 1960",us US,2,Bradley,MIL,1985
6,Paul Thompson,SF,6-6,210,"May 25, 1961",us US,1,Tulane,MIL,1985
43,Mark West,C,6-10,230,"November 5, 1960",us US,1,Old Dominion,MIL,1985
45,Randy Breuer,C,7-3,230,"October 11, 1960",us US,2,Minnesota,MIL,1986
34,Terry Cummings,PF,6-9,220,"March 15, 1961",us US,3,DePaul,MIL,1986
23,Charles Davis,SF,6-7,215,"October 5, 1958",us US,4,Vanderbilt,MIL,1986
7,Kenny Fields,SF,6-5,220,"February 9, 1962",us US,1,UCLA,MIL,1986
10,Mike Glenn,SG,6-2,175,"September 10, 1955",us US,8,Southern Illinois,MIL,1986
15,Craig Hodges,SG,6-2,190,"June 27, 1960",us US,3,Cal State Long Beach,MIL,1986
31,Earl Jones,C,7-0,210,"January 13, 1961",us US,1,University of the District of Columbia,MIL,1986
3,Jeff Lamp,SF,6-6,195,"March 9, 1959",us US,3,Virginia,MIL,1986
53,Alton Lister,C,7-0,240,"October 1, 1958",us US,4,Arizona State,MIL,1986
44,Paul Mokeski,C,7-0,250,"January 3, 1957",us US,6,Kansas,MIL,1986
4,Sidney Moncrief,PG,6-4,180,"September 21, 1957",us US,6,Arkansas,MIL,1986
22,Ricky Pierce,SG,6-4,205,"August 19, 1959",us US,3,Rice University,MIL,1986
25,Paul Pressey,SF,6-5,185,"December 24, 1958",us US,3,"Western Texas College, Tulsa",MIL,1986
35,Jerry Reynolds,SF,6-8,200,"December 23, 1962",us US,R,LSU,MIL,1986
12,Derrick Rowland,SG,6-5,195,"June 21, 1959",us US,R,State University of New York at Potsdam,MIL,1986
12,Bryan Warrick,PG,6-5,195,"July 22, 1959",us US,3,Saint Joseph's,MIL,1986
24,Dudley Bradley,SG,6-6,195,"March 19, 1957",us US,6,UNC,MIL,1987
45,Randy Breuer,C,7-3,230,"October 11, 1960",us US,3,Minnesota,MIL,1987
2,Junior Bridgeman,SF,6-5,210,"September 17, 1953",us US,11,Louisville,MIL,1987
12,Don Collins,SF,6-6,190,"November 28, 1958",us US,5,Washington State,MIL,1987
34,Terry Cummings,PF,6-9,220,"March 15, 1961",us US,4,DePaul,MIL,1987
50,Chris Engler,C,6-11,245,"March 1, 1959",us US,3,"Minnesota, Wyoming",MIL,1987
54,Kenny Fields,SF,6-5,220,"February 9, 1962",us US,2,UCLA,MIL,1987
10,Mike Glenn,SG,6-2,175,"September 10, 1955",us US,9,Southern Illinois,MIL,1987
31,Cedric Henderson,PF,6-8,210,"October 3, 1965",us US,R,Georgia,MIL,1987
40,Jerome Henderson,PF,6-11,230,"October 5, 1959",us US,1,New Mexico,MIL,1987
15,Craig Hodges,PG,6-2,190,"June 27, 1960",us US,4,Cal State Long Beach,MIL,1987
10,John Lucas,PG,6-3,175,"October 31, 1953",us US,10,Maryland,MIL,1987
41,Hank McDowell,PF,6-9,215,"November 13, 1959",us US,5,Memphis,MIL,1987
44,Paul Mokeski,C,7-0,250,"January 3, 1957",us US,7,Kansas,MIL,1987
4,Sidney Moncrief,SG,6-4,180,"September 21, 1957",us US,7,Arkansas,MIL,1987
22,Ricky Pierce,SG,6-4,205,"August 19, 1959",us US,4,Rice University,MIL,1987
25,Paul Pressey,SF,6-5,185,"December 24, 1958",us US,4,"Western Texas College, Tulsa",MIL,1987
35,Jerry Reynolds,SF,6-8,200,"December 23, 1962",us US,1,LSU,MIL,1987
43,Jack Sikma,C,6-11,230,"November 14, 1955",us US,9,Illinois Wesleyan University,MIL,1987
5,Scott Skiles,PG,6-1,180,"March 5, 1964",us US,R,Michigan State,MIL,1987
11,Keith Smith,SG,6-3,180,"March 9, 1964",us US,R,Loyola Marymount,MIL,1987
40,Marvin Webster,C,7-1,225,"April 13, 1952",us US,9,Morgan State University,MIL,1987
24,Dudley Bradley,SG,6-6,195,"March 19, 1957",us US,7,UNC,MIL,1988
45,Randy Breuer,C,7-3,230,"October 11, 1960",us US,4,Minnesota,MIL,1988
34,Terry Cummings,PF,6-9,220,"March 15, 1961",us US,5,DePaul,MIL,1988
23,Charles Davis,SF,6-7,215,"October 5, 1958",us US,5,Vanderbilt,MIL,1988
21,Conner Henry,SG,6-7,195,"July 21, 1963",us US,1,UC Santa Barbara,MIL,1988
15,Craig Hodges,SG,6-2,190,"June 27, 1960",us US,5,Cal State Long Beach,MIL,1988
53,Dave Hoppen,C,6-11,235,"March 13, 1964",us US,R,Nebraska,MIL,1988
24,Jay Humphries,PG,6-3,185,"October 17, 1962",us US,3,Colorado,MIL,1988
42,Larry Krystkowiak,PF,6-9,220,"September 23, 1964",us US,1,Montana,MIL,1988
10,John Lucas,PG,6-3,175,"October 31, 1953",us US,11,Maryland,MIL,1988
3,Pace Mannion,SF,6-7,190,"September 22, 1960",us US,4,Utah,MIL,1988
44,Paul Mokeski,C,7-0,250,"January 3, 1957",us US,8,Kansas,MIL,1988
4,Sidney Moncrief,SG,6-4,180,"September 21, 1957",us US,8,Arkansas,MIL,1988
53,Andre Moore,SF,6-9,215,"July 2, 1964",us US,R,Loyola Chicago,MIL,1988
