No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
23,Shelden Williams,PF,6-9,250,"October 21, 1983",us US,2,Duke,MIN,2009
22,Corey Brewer,SG,6-9,186,"March 5, 1986",us US,2,Florida,MIN,2010
14,Brian Cardinal,PF,6-8,245,"May 2, 1977",us US,9,Purdue,MIN,2010
19,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,R,UNC,MIN,2010
10,Jonny Flynn,PG,6-0,185,"February 6, 1989",us US,R,Syracuse,MIN,2010
8,Ryan Gomes,SF,6-7,250,"September 1, 1982",us US,4,Providence,MIN,2010
6,Jason Hart,PG,6-3,185,"April 29, 1978",us US,8,Syracuse,MIN,2010
1,Ryan Hollins,C,7-0,240,"October 10, 1984",us US,3,UCLA,MIN,2010
15,Nathan Jawai,C,6-10,280,"October 10, 1986",au AU,1,Midland College,MIN,2010
25,Al Jefferson,C,6-10,289,"January 4, 1985",us US,5,,MIN,2010
42,Kevin Love,PF,6-8,251,"September 7, 1988",us US,1,UCLA,MIN,2010
31,Darko Miličić,C,7-0,250,"June 20, 1985",rs RS,6,,MIN,2010
11,Sasha Pavlović,SF,6-8,220,"November 15, 1983",me ME,6,,MIN,2010
4,Oleksiy Pecherov,C,7-0,232,"December 8, 1985",ua UA,2,,MIN,2010
7,Ramon Sessions,PG,6-3,190,"April 11, 1986",us US,2,Nevada,MIN,2010
29,Alando Tucker,SF,6-6,205,"February 11, 1984",us US,2,Wisconsin,MIN,2010
3,Damien Wilkins,SF,6-6,225,"January 11, 1980",us US,5,"NC State, Georgia",MIN,2010
15,Maurice Ager,SG,6-5,202,"February 9, 1984",us US,3,Michigan State,MIN,2011
8,Michael Beasley,SF,6-9,235,"January 9, 1989",us US,2,Kansas State,MIN,2011
22,Corey Brewer,SF,6-9,186,"March 5, 1986",us US,3,Florida,MIN,2011
19,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,1,UNC,MIN,2011
10,Jonny Flynn,PG,6-0,185,"February 6, 1989",us US,1,Syracuse,MIN,2011
1,Sundiata Gaines,PG,6-1,185,"April 18, 1986",us US,1,Georgia,MIN,2011
32,Lazar Hayward,SF,6-6,225,"November 26, 1986",us US,R,Marquette,MIN,2011
4,Wesley Johnson,SG,6-7,215,"July 11, 1987",us US,R,"Iowa State, Syracuse",MIN,2011
41,Kosta Koufos,C,7-0,245,"February 24, 1989",us US,2,Ohio State,MIN,2011
42,Kevin Love,PF,6-8,251,"September 7, 1988",us US,2,UCLA,MIN,2011
31,Darko Miličić,C,7-0,250,"June 20, 1985",rs RS,7,,MIN,2011
14,Nikola Peković,C,6-11,307,"January 3, 1986",me ME,R,,MIN,2011
15,Anthony Randolph,C,6-10,205,"July 15, 1989",de DE,2,LSU,MIN,2011
13,Luke Ridnour,PG,6-2,175,"February 13, 1981",us US,7,Oregon,MIN,2011
3,Sebastian Telfair,PG,6-0,165,"June 9, 1985",us US,6,,MIN,2011
44,Anthony Tolliver,SF,6-8,240,"June 1, 1985",us US,2,Creighton,MIN,2011
5,Martell Webster,SF,6-7,230,"December 4, 1986",us US,5,,MIN,2011
11,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,5,Northeastern University,MIN,2012
8,Michael Beasley,SF,6-9,235,"January 9, 1989",us US,3,Kansas State,MIN,2012
22,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,2,UNC,MIN,2012
4,Wesley Johnson,SF,6-7,215,"July 11, 1987",us US,1,"Iowa State, Syracuse",MIN,2012
3,Malcolm Lee,SG,6-5,200,"May 22, 1990",us US,R,UCLA,MIN,2012
42,Kevin Love,PF,6-8,251,"September 7, 1988",us US,3,UCLA,MIN,2012
31,Darko Miličić,C,7-0,250,"June 20, 1985",rs RS,8,,MIN,2012
52,Brad Miller,C,6-11,244,"April 12, 1976",us US,13,Purdue,MIN,2012
14,Nikola Peković,C,6-11,307,"January 3, 1986",me ME,1,,MIN,2012
15,Anthony Randolph,PF,6-10,205,"July 15, 1989",de DE,3,LSU,MIN,2012
13,Luke Ridnour,SG,6-2,175,"February 13, 1981",us US,8,Oregon,MIN,2012
9,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,R,,MIN,2012
44,Anthony Tolliver,SF,6-8,240,"June 1, 1985",us US,3,Creighton,MIN,2012
5,Martell Webster,SF,6-7,230,"December 4, 1986",us US,6,,MIN,2012
7,Derrick Williams,PF,6-8,240,"May 25, 1991",us US,R,Arizona,MIN,2012
17,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,6,UNLV,MIN,2013
11,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,6,Northeastern University,MIN,2013
10,Chase Budinger,SF,6-7,209,"May 22, 1988",us US,3,Arizona,MIN,2013
5,Will Conroy,PG,6-2,195,"December 8, 1982",us US,2,Washington,MIN,2013
33,Dante Cunningham,PF,6-8,230,"April 22, 1987",us US,3,Villanova,MIN,2013
15,Mickaël Gelabale,SF,6-7,215,"May 22, 1983",gp GP,2,,MIN,2013
32,Lazar Hayward,SF,6-6,225,"November 26, 1986",us US,2,Marquette,MIN,2013
5,Josh Howard,SF,6-7,210,"April 28, 1980",us US,9,Wake Forest,MIN,2013
20,Chris Johnson,C,6-11,210,"July 15, 1985",us US,2,LSU,MIN,2013
47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",ru RU,10,,MIN,2013
8,Malcolm Lee,SG,6-5,200,"May 22, 1990",us US,1,UCLA,MIN,2013
42,Kevin Love,PF,6-8,251,"September 7, 1988",us US,4,UCLA,MIN,2013
14,Nikola Peković,C,6-11,307,"January 3, 1986",me ME,2,,MIN,2013
13,Luke Ridnour,SG,6-2,175,"February 13, 1981",us US,9,Oregon,MIN,2013
3,Brandon Roy,SG,6-6,215,"July 23, 1984",us US,5,Washington,MIN,2013
9,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,1,,MIN,2013
1,Alexey Shved,SG,6-6,190,"December 16, 1988",ru RU,R,,MIN,2013
34,Greg Stiemsma,C,6-11,260,"September 26, 1985",us US,1,Wisconsin,MIN,2013
7,Derrick Williams,PF,6-8,240,"May 25, 1991",us US,1,Arizona,MIN,2013
11,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,7,Northeastern University,MIN,2014
13,Corey Brewer,SF,6-9,186,"March 5, 1986",us US,6,Florida,MIN,2014
10,Chase Budinger,SF,6-7,209,"May 22, 1988",us US,4,Arizona,MIN,2014
33,Dante Cunningham,PF,6-8,230,"April 22, 1987",us US,4,Villanova,MIN,2014
5,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,R,Louisville,MIN,2014
6,Robbie Hummel,SF,6-8,215,"March 8, 1989",us US,R,Purdue,MIN,2014
0,Othyus Jeffers,SG,6-5,200,"August 5, 1985",us US,2,"University of Illinois at Chicago, Robert Morris University (IL)",MIN,2014
42,Kevin Love,PF,6-8,251,"September 7, 1988",us US,5,UCLA,MIN,2014
23,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,9,Western Carolina University,MIN,2014
12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",cm CM,5,UCLA,MIN,2014
15,Shabazz Muhammad,SG,6-6,223,"November 13, 1992",us US,R,UCLA,MIN,2014
14,Nikola Peković,C,6-11,307,"January 3, 1986",me ME,3,,MIN,2014
22,A.J. Price,SG,6-2,181,"October 7, 1986",us US,4,UConn,MIN,2014
9,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,2,,MIN,2014
1,Alexey Shved,SG,6-6,190,"December 16, 1988",ru RU,1,,MIN,2014
32,Ronny Turiaf,C,6-10,249,"January 13, 1983",mq MQ,8,Gonzaga,MIN,2014
7,Derrick Williams,PF,6-8,240,"May 25, 1991",us US,2,Arizona,MIN,2014
12,Jeff Adrien,PF,6-7,245,"February 10, 1986",us US,4,UConn,MIN,2015
24,Anthony Bennett,PF,6-8,245,"March 14, 1993",ca CA,1,UNLV,MIN,2015
13,Corey Brewer,SF,6-9,186,"March 5, 1986",us US,7,Florida,MIN,2015
7,Lorenzo Brown,PG,6-5,189,"August 26, 1990",us US,1,NC State,MIN,2015
10,Chase Budinger,SF,6-7,209,"May 22, 1988",us US,5,Arizona,MIN,2015
30,Troy Daniels,SG,6-4,200,"July 15, 1991",us US,1,VCU,MIN,2015
5,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,1,Louisville,MIN,2015
21,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,19,,MIN,2015
41,Justin Hamilton,C,7-0,260,"April 1, 1990",us US,1,"Iowa State, LSU",MIN,2015
4,Robbie Hummel,SF,6-8,215,"March 8, 1989",us US,1,Purdue,MIN,2015
1,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",us US,R,Cincinnati,MIN,2015
8,Zach LaVine,PG,6-5,200,"March 10, 1995",us US,R,UCLA,MIN,2015
23,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,10,Western Carolina University,MIN,2015
15,Shabazz Muhammad,SG,6-6,223,"November 13, 1992",us US,1,UCLA,MIN,2015
12,Gary Neal,SG,6-4,210,"October 3, 1984",us US,4,"La Salle, Towson University",MIN,2015
50,Arinze Onuaku,C,6-9,255,"July 13, 1987",us US,1,Syracuse,MIN,2015
3,Adreian Payne,PF,6-10,237,"February 19, 1991",us US,R,Michigan State,MIN,2015
14,Nikola Peković,C,6-11,307,"January 3, 1986",me ME,4,,MIN,2015
13,Miroslav Raduljica,C,7-0,250,"January 5, 1988",rs RS,1,,MIN,2015
1,Glenn Robinson III,SG,6-6,222,"January 8, 1994",us US,R,Michigan,MIN,2015
9,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,3,,MIN,2015
32,Ronny Turiaf,C,6-10,249,"January 13, 1983",mq MQ,9,Gonzaga,MIN,2015
22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca CA,R,Kansas,MIN,2015
25,Mo Williams,PG,6-1,198,"December 19, 1982",us US,11,Alabama,MIN,2015
33,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,7,Georgia Tech,MIN,2015
88,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",rs RS,R,,MIN,2016
5,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,2,Louisville,MIN,2016
21,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,20,,MIN,2016
1,Tyus Jones,PG,6-1,196,"May 10, 1996",us US,R,Duke,MIN,2016
8,Zach LaVine,SG,6-5,200,"March 10, 1995",us US,1,UCLA,MIN,2016
23,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,11,Western Carolina University,MIN,2016
24,Andre Miller,PG,6-3,200,"March 19, 1976",us US,16,Utah,MIN,2016
15,Shabazz Muhammad,SF,6-6,223,"November 13, 1992",us US,2,UCLA,MIN,2016
33,Adreian Payne,PF,6-10,237,"February 19, 1991",us US,1,Michigan State,MIN,2016
14,Nikola Peković,C,6-11,307,"January 3, 1986",me ME,5,,MIN,2016
12,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us US,13,Kentucky,MIN,2016
9,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,4,,MIN,2016
10,Damjan Rudež,SF,6-10,228,"June 17, 1986",hr HR,1,,MIN,2016
4,Greg Smith,PF,6-10,250,"January 8, 1991",us US,4,Fresno State,MIN,2016
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",us US,R,Kentucky,MIN,2016
22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca CA,1,Kansas,MIN,2016
45,Cole Aldrich,C,6-11,250,"October 31, 1988",us US,6,Kansas,MIN,2017
88,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",rs RS,1,,MIN,2017
18,Omri Casspi,PF,6-9,225,"June 22, 1988",il IL,7,,MIN,2017
5,Gorgui Dieng,PF,6-10,252,"January 18, 1990",sn SN,3,Louisville,MIN,2017
3,Kris Dunn,PG,6-3,205,"March 18, 1994",us US,R,Providence,MIN,2017
27,Jordan Hill,C,6-10,235,"July 27, 1987",us US,7,Arizona,MIN,2017
1,Tyus Jones,PG,6-1,196,"May 10, 1996",us US,1,Duke,MIN,2017
8,Zach LaVine,SG,6-5,200,"March 10, 1995",us US,2,UCLA,MIN,2017
11,John Lucas III,PG,5-11,166,"November 21, 1982",us US,7,"Baylor, Oklahoma State",MIN,2017
15,Shabazz Muhammad,SF,6-6,223,"November 13, 1992",us US,3,UCLA,MIN,2017
33,Adreian Payne,PF,6-10,237,"February 19, 1991",us US,2,Michigan State,MIN,2017
9,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,5,,MIN,2017
4,Brandon Rush,SG,6-6,220,"July 7, 1985",us US,8,Kansas,MIN,2017
7,Lance Stephenson,SG,6-6,230,"September 5, 1990",us US,6,Cincinnati,MIN,2017
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",us US,1,Kentucky,MIN,2017
22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca CA,2,Kansas,MIN,2017
45,Cole Aldrich,C,6-11,250,"October 31, 1988",us US,7,Kansas,MIN,2018
8,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",rs RS,2,,MIN,2018
30,Aaron Brooks,PG,6-0,161,"January 14, 1985",us US,9,Oregon,MIN,2018
3,Anthony Brown,SF,6-7,210,"October 10, 1992",us US,2,Stanford,MIN,2018
23,Jimmy Butler,SG,6-7,230,"September 14, 1989",us US,6,"Tyler Junior College, Marquette",MIN,2018
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",us US,17,Michigan,MIN,2018
5,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,4,Louisville,MIN,2018
13,Marcus Georges-Hunt,SG,6-5,216,"March 28, 1994",us US,1,Georgia Tech,MIN,2018
67,Taj Gibson,PF,6-9,232,"June 24, 1985",us US,8,USC,MIN,2018
1,Tyus Jones,PG,6-1,196,"May 10, 1996",us US,2,Duke,MIN,2018
15,Shabazz Muhammad,SF,6-6,223,"November 13, 1992",us US,4,UCLA,MIN,2018
24,Justin Patton,C,6-11,241,"June 14, 1997",us US,R,Creighton,MIN,2018
25,Derrick Rose,PG,6-3,200,"October 4, 1988",us US,8,Memphis,MIN,2018
0,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,8,Wake Forest,MIN,2018
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",us US,2,Kentucky,MIN,2018
22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca CA,3,Kansas,MIN,2018
"31, 33",Keita Bates-Diop,SF,6-8,229,"January 23, 1996",us US,R,Ohio State,MIN,2019
8,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us US,10,Arizona,MIN,2019
23,Jimmy Butler,SG,6-7,230,"September 14, 1989",us US,7,"Tyler Junior College, Marquette",MIN,2019
7,Isaiah Canaan,PG,6-0,201,"May 21, 1991",us US,5,Murray State,MIN,2019
33,Robert Covington,SF,6-7,209,"December 14, 1990",us US,5,Tennessee State,MIN,2019
55,Mitch Creek,SF,6-5,216,"April 27, 1992",au AU,R,,MIN,2019
9,Luol Deng,SF,6-9,237,"April 16, 1985",ss SS,14,Duke,MIN,2019
5,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,5,Louisville,MIN,2019
67,Taj Gibson,PF,6-9,232,"June 24, 1985",us US,9,USC,MIN,2019
1,Tyus Jones,PG,6-1,196,"May 10, 1996",us US,3,Duke,MIN,2019
7,James Nunnally,SF,6-7,208,"July 14, 1990",us US,1,UC Santa Barbara,MIN,2019
20,Josh Okogie,SG,6-4,213,"September 1, 1998",ng NG,R,Georgia Tech,MIN,2019
13,Cameron Reynolds,SG,6-7,225,"February 7, 1995",us US,R,Tulane,MIN,2019
25,Derrick Rose,PG,6-3,200,"October 4, 1988",us US,9,Memphis,MIN,2019
36,Dario Šarić,PF,6-10,225,"April 8, 1994",hr HR,2,,MIN,2019
0,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,9,Wake Forest,MIN,2019
3,Jared Terrell,SG,6-3,227,"February 10, 1995",us US,R,Rhode Island,MIN,2019
43,Anthony Tolliver,PF,6-8,240,"June 1, 1985",us US,10,Creighton,MIN,2019
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",us US,3,Kentucky,MIN,2019
22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca CA,4,Kansas,MIN,2019
12,C.J. Williams,SG,6-5,226,"February 6, 1990",us US,1,NC State,MIN,2019
31,Keita Bates-Diop,PF,6-8,229,"January 23, 1996",us US,1,Ohio State,MIN,2020
5,Malik Beasley,SG,6-4,187,"November 26, 1996",us US,3,Florida State,MIN,2020
7,Jordan Bell,C,6-8,216,"January 7, 1995",us US,2,Oregon,MIN,2020
33,Robert Covington,PF,6-7,209,"December 14, 1990",us US,6,Tennessee State,MIN,2020
9,Allen Crabbe,SF,6-5,212,"April 9, 1992",us US,6,California,MIN,2020
23,Jarrett Culver,SG,6-6,195,"February 20, 1999",us US,R,Texas Tech,MIN,2020
5,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,6,Louisville,MIN,2020
12,Jacob Evans,SG,6-4,210,"June 18, 1997",us US,1,Cincinnati,MIN,2020
12,Treveon Graham,SF,6-5,219,"October 28, 1993",us US,3,VCU,MIN,2020
41,Juancho Hernangómez,PF,6-9,214,"September 28, 1995",es ES,3,,MIN,2020
16,James Johnson,C,6-7,240,"February 20, 1987",us US,10,Wake Forest,MIN,2020
10,Jake Layman,SF,6-8,209,"March 7, 1994",us US,3,Maryland,MIN,2020
30,Kelan Martin,SF,6-5,230,"August 3, 1995",us US,R,Butler,MIN,2020
6,Jordan McLaughlin,PG,6-0,185,"April 9, 1996",us US,R,USC,MIN,2020
13,Shabazz Napier,PG,6-0,175,"July 14, 1991",us US,5,UConn,MIN,2020
4,Jaylen Nowell,SG,6-4,201,"July 9, 1999",us US,R,Washington,MIN,2020
20,Josh Okogie,SG,6-4,213,"September 1, 1998",ng NG,1,Georgia Tech,MIN,2020
11,Naz Reid,C,6-9,264,"August 26, 1999",us US,R,LSU,MIN,2020
0,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,4,Ohio State,MIN,2020
0,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,10,Wake Forest,MIN,2020
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",us US,4,Kentucky,MIN,2020
3,Jarred Vanderbilt,PF,6-8,214,"April 3, 1999",us US,1,Kentucky,MIN,2020
1,Noah Vonleh,C,6-10,257,"August 24, 1995",us US,5,Indiana,MIN,2020
22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca CA,5,Kansas,MIN,2020
5,Malik Beasley,SG,6-4,187,"November 26, 1996",us US,4,Florida State,MIN,2021
23,Jarrett Culver,SG,6-6,195,"February 20, 1999",us US,1,Texas Tech,MIN,2021
17,Ed Davis,C,6-9,218,"June 5, 1989",us US,10,UNC,MIN,2021
1,Anthony Edwards,SG,6-4,225,"August 5, 2001",us US,R,Georgia,MIN,2021
22,Ashton Hagans,PG,6-3,190,"July 8, 1999",us US,R,Kentucky,MIN,2021
41,Juancho Hernangómez,PF,6-9,214,"September 28, 1995",es ES,4,,MIN,2021
10,Jake Layman,SF,6-8,209,"March 7, 1994",us US,4,Maryland,MIN,2021
3,Jaden McDaniels,PF,6-9,185,"September 29, 2000",us US,R,Washington,MIN,2021
6,Jordan McLaughlin,PG,6-0,185,"April 9, 1996",us US,1,USC,MIN,2021
4,Jaylen Nowell,SG,6-4,201,"July 9, 1999",us US,1,Washington,MIN,2021
20,Josh Okogie,SG,6-4,213,"September 1, 1998",ng NG,2,Georgia Tech,MIN,2021
11,Naz Reid,C,6-9,264,"August 26, 1999",us US,1,LSU,MIN,2021
9,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,9,,MIN,2021
0,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,5,Ohio State,MIN,2021
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",us US,5,Kentucky,MIN,2021
8,Jarred Vanderbilt,PF,6-8,214,"April 3, 1999",us US,2,Kentucky,MIN,2021
5,Malik Beasley,SG,6-4,187,"November 26, 1996",us US,5,Florida State,MIN,2022
22,Patrick Beverley,PG,6-2,180,"July 12, 1988",us US,9,Arkansas,MIN,2022
9,Leandro Bolmaro,SF,6-6,200,"September 11, 2000",ar AR,R,,MIN,2022
1,Anthony Edwards,SG,6-4,225,"August 5, 2001",us US,1,Georgia,MIN,2022
13,Nathan Knight,PF,6-8,253,"September 20, 1997",us US,1,William & Mary,MIN,2022
10,Jake Layman,SF,6-8,209,"March 7, 1994",us US,5,Maryland,MIN,2022
3,Jaden McDaniels,PF,6-9,185,"September 29, 2000",us US,1,Washington,MIN,2022
6,Jordan McLaughlin,PG,6-0,185,"April 9, 1996",us US,2,USC,MIN,2022
55,Greg Monroe,C,6-11,265,"June 4, 1990",us US,9,Georgetown,MIN,2022
4,Jaylen Nowell,SG,6-4,201,"July 9, 1999",us US,2,Washington,MIN,2022
20,Josh Okogie,SG,6-4,213,"September 1, 1998",ng NG,3,Georgia Tech,MIN,2022
12,Taurean Prince,PF,6-6,218,"March 22, 1994",us US,5,Baylor,MIN,2022
11,Naz Reid,C,6-9,264,"August 26, 1999",us US,2,LSU,MIN,2022
0,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,6,Ohio State,MIN,2022
30,Chris Silva,PF,6-8,234,"September 19, 1996",ga GA,2,South Carolina,MIN,2022
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",us US,6,Kentucky,MIN,2022
8,Jarred Vanderbilt,PF,6-8,214,"April 3, 1999",us US,3,Kentucky,MIN,2022
25,McKinley Wright IV,PG,6-0,196,"October 25, 1998",us US,R,Colorado,MIN,2022
9,Nickeil Alexander-Walker,SG,6-5,205,"September 2, 1998",ca CA,3,Virginia Tech,MIN,2023
5,Kyle Anderson,PF,6-9,230,"September 20, 1993",us US,8,UCLA,MIN,2023
10,Mike Conley,PG,6-0,175,"October 11, 1987",us US,15,Ohio State,MIN,2023
1,Anthony Edwards,SG,6-4,225,"August 5, 2001",us US,2,Georgia,MIN,2023
10,Bryn Forbes,SG,6-2,205,"July 23, 1993",us US,6,Michigan State,MIN,2023
55,Luka Garza,C,6-10,235,"December 27, 1998",us US,1,Iowa,MIN,2023
27,Rudy Gobert,C,7-1,258,"June 26, 1992",fr FR,9,,MIN,2023
13,Nathan Knight,C,6-8,253,"September 20, 1997",us US,2,William & Mary,MIN,2023
0,A.J. Lawson,SG,6-6,179,"July 15, 2000",ca CA,R,South Carolina,MIN,2023
3,Jaden McDaniels,SF,6-9,185,"September 29, 2000",us US,2,Washington,MIN,2023
6,Jordan McLaughlin,PG,6-0,185,"April 9, 1996",us US,3,USC,MIN,2023
8,Josh Minott,SF,6-8,205,"November 25, 2002",us US,R,Memphis,MIN,2023
7,Wendell Moore Jr.,SG,6-5,213,"September 18, 2001",us US,R,Duke,MIN,2023
4,Jaylen Nowell,SG,6-4,201,"July 9, 1999",us US,3,Washington,MIN,2023
12,Taurean Prince,PF,6-6,218,"March 22, 1994",us US,6,Baylor,MIN,2023
11,Naz Reid,C,6-9,264,"August 26, 1999",us US,3,LSU,MIN,2023
25,Austin Rivers,SG,6-4,200,"August 1, 1992",us US,10,Duke,MIN,2023
0,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,7,Ohio State,MIN,2023
37,Matt Ryan,SF,6-6,215,"April 17, 1997",us US,1,"Notre Dame, Vanderbilt, Chattanooga",MIN,2023
32,Karl-Anthony Towns,PF,7-0,248,"November 15, 1995",us US,7,Kentucky,MIN,2023
9,Nickeil Alexander-Walker,SG,6-5,205,"September 2, 1998",ca CA,4,Virginia Tech,MIN,2024
1,Kyle Anderson,PF,6-9,230,"September 20, 1993",us US,9,UCLA,MIN,2024
23,Troy Brown Jr.,SF,6-6,215,"July 28, 1999",us US,5,Oregon,MIN,2024
10,Mike Conley,PG,6-0,175,"October 11, 1987",us US,16,Ohio State,MIN,2024
5,Anthony Edwards,SG,6-4,225,"August 5, 2001",us US,3,Georgia,MIN,2024
55,Luka Garza,C,6-10,235,"December 27, 1998",us US,2,Iowa,MIN,2024
27,Rudy Gobert,C,7-1,258,"June 26, 1992",fr FR,10,,MIN,2024
44,Justin Jackson,SF,6-8,220,"March 28, 1995",us US,6,UNC,MIN,2024
3,Jaden McDaniels,SF,6-9,185,"September 29, 2000",us US,3,Washington,MIN,2024
6,Jordan McLaughlin,PG,6-0,185,"April 9, 1996",us US,4,USC,MIN,2024
33,Leonard Miller,SF,6-10,210,"November 26, 2003",ca CA,R,,MIN,2024
18,Shake Milton,SG,6-5,205,"September 26, 1996",us US,5,SMU,MIN,2024
8,Josh Minott,SF,6-8,205,"November 25, 2002",us US,1,Memphis,MIN,2024
7,Wendell Moore Jr.,SG,6-5,213,"September 18, 2001",us US,1,Duke,MIN,2024
23,Monte Morris,PG,6-2,183,"June 27, 1995",us US,6,Iowa State,MIN,2024
12,Daishen Nix,PG,6-5,224,"February 13, 2002",us US,2,,MIN,2024
11,Naz Reid,C,6-9,264,"August 26, 1999",us US,4,LSU,MIN,2024
32,Karl-Anthony Towns,PF,7-0,248,"November 15, 1995",us US,8,Kentucky,MIN,2024
24,T.J. Warren,SF,6-8,220,"September 5, 1993",us US,8,NC State,MIN,2024
"12, 42",Alexis Ajinça,C,7-2,248,"May 6, 1988",fr FR,3,,NOP,2014
0,Al-Farouq Aminu,SF,6-8,220,"September 21, 1990",us US,3,Wake Forest,NOP,2014
17,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,7,UNLV,NOP,2014
33,Ryan Anderson,PF,6-9,240,"May 6, 1988",us US,5,California,NOP,2014
8,Luke Babbitt,PF,6-9,225,"June 20, 1989",us US,3,Nevada,NOP,2014
8,Josh Childress,SF,6-8,210,"June 20, 1983",us US,7,Stanford,NOP,2014
23,Anthony Davis,PF,6-10,253,"March 11, 1993",us US,1,Kentucky,NOP,2014
4,Melvin Ely,C,6-10,260,"May 2, 1978",us US,8,Fresno State,NOP,2014
1,Tyreke Evans,SF,6-6,220,"September 19, 1989",us US,4,Memphis,NOP,2014
10,Eric Gordon,SG,6-3,215,"December 25, 1988",us US,5,Indiana,NOP,2014
11,Jrue Holiday,PG,6-4,205,"June 12, 1990",us US,4,UCLA,NOP,2014
2,Darius Miller,SF,6-6,225,"March 21, 1990",us US,1,Kentucky,NOP,2014
3,Anthony Morrow,SG,6-5,210,"September 27, 1985",us US,5,Georgia Tech,NOP,2014
21,Arinze Onuaku,PF,6-9,255,"July 13, 1987",us US,R,Syracuse,NOP,2014
25,Austin Rivers,PG,6-4,200,"August 1, 1992",us US,1,Duke,NOP,2014
22,Brian Roberts,PG,6-1,173,"December 3, 1985",us US,1,Dayton,NOP,2014
14,Jason Smith,PF,7-0,240,"March 2, 1986",us US,5,Colorado State,NOP,2014
31,James Southerland,SF,6-8,215,"April 28, 1990",us US,R,Syracuse,NOP,2014
34,Greg Stiemsma,C,6-11,260,"September 26, 1985",us US,2,Wisconsin,NOP,2014
42,Lance Thomas,SF,6-8,240,"April 24, 1988",us US,2,Duke,NOP,2014
5,Jeff Withey,C,7-0,231,"March 7, 1990",us US,R,Kansas,NOP,2014
42,Alexis Ajinça,C,7-2,248,"May 6, 1988",fr FR,4,,NOP,2015
33,Ryan Anderson,PF,6-9,240,"May 6, 1988",us US,6,California,NOP,2015
3,Ömer Aşık,C,7-0,255,"July 4, 1986",tr TR,4,,NOP,2015
8,Luke Babbitt,SF,6-9,225,"June 20, 1989",us US,4,Nevada,NOP,2015
30,Norris Cole,PG,6-2,175,"October 13, 1988",us US,3,Cleveland State University,NOP,2015
44,Dante Cunningham,PF,6-8,230,"April 22, 1987",us US,5,Villanova,NOP,2015
